Username,Review,Stars
yunita susanti,"Tempat rekreasi keluarga yang bagus.. Ada pertunjukan aneka satwa, dan lumba2.. Berlajut santai ditepi pantai.. Anak-anak pasti suka..",5
sri herwati,No review text,5
Sarah vandaasprillia,No review text,5
nindaarizky,"Berkunjung saat akhir pekan, hari Sabtu kami datang jam 09.10 an suasana masih sepi dan tidak antri. Harga tiket tergolong murah, 65rb dan free 10rb untuk pembelian makanan di food tenantpinggir pantai. Krn kami tidak membawa kendaraan …",5
Septiana Wahyu Sari,"Ombaknya aman, binatangnya lucu, seru, tapi mungkin perlu di perbarui lagi binatang2nya dan jalan jalan diperbaiki yang masih blm rata 🤗 …",4
Triyanto,Sangat rekomendasi buat bawa anak ke pantai ini.,5
Rafanda Maritza,Anak anak selalu suka karena atraksi atraksinya....,5
Dita Meris,No review text,5
Mochammad Nurhidayat,No review text,5
Mudz4 -,No review text,4
hendri mustar,Keren mini zoo dipinggir pantai dgn standar Taman Safari Indonesia,5
Aldimaz Adams,"Tempat dan lainnya oke

Makanannya yang parah sih, walaupun kesini bukan buat makan, at least makanannya harus agak bener lah 🥲 …",3
Ina Ratna,"Nyaman ,dekat pantai,walau untuk hewan belum selengkap Safari yang di Bogor.",4
hanifah ayu asqiya,"Tempatnya adem, sekarang setiap kandang hewan ada penjaganya, trus dapet voucher, 1 tiket 1 voucher yg bisa ditukar di stand makanan. Sayangnya makanannya kurang enak semua",4
Andriani Surya,Bagus tp kurang banyak wahana atraksinya plus Playgroundnya msh minim,4
Niken Isyana Prativi,No review text,5
Fitriana Seha,"Datang kesini hari Sabtu.
Bayar masuk menuju lokasi, 5rb per orang dewasa.
Bayar tiket masuk 55rb per orang (dewasa dan anak 3thn ke atas) …",5
Zavier and Arcilla Family,No review text,4
Ismail Hanif,No review text,4
Bogi Bagus,No review text,5
Ariyanto J.M.,"Tempat yang bagus, anak-anak senang. Datang udah mau jam 3 tapi alhmdulillah masih dapat nonton pertunjukan gajah dan lumba-lumba. Main di pantainya juga asyik karena cukup bersih. Hanya menurutku harga makanannya yang agak mahal, nyoba …",5
Eka Dyah,No review text,5
Ade Efin,Cukup lumayan untuk liburan bersama keluarga di sini. Namun masih banyak yg perlu dibenahi khususnya untuk akses ke Safarinya jalannya masih rusak dan baunya sangat tidak sedap. Semoga untuk ke depan bisa lebih baik lagi ya. Untuk atraksi lumba-lumbanya sangat seru.,4
Farah Griya Rias (Farah griya rias),"Tempat bagus, bersih, hanya 1, jalan buat pejalan kaki area menuju kebun binatang beberapa kurang nyaman. Karena rusak.",5
Aida Nihayah,No review text,4
fary kyun,No review text,4
Ivan Dwi Marlingga,Foto lumba2 ga da hasilnya?,3
Syah 46,"Sudah yang kesekian kali, anak-anak terhibur dan senang",5
Waroeng Juwana,No review text,5
azhari zahid,No review text,5
Noor Isti Mahardini,No review text,5
sapto kalis Kalis,No review text,5
tri sarjana,"Fasilitas zoo nya cukup minim, unggulan ada di show lumba-lumba, untuk santai ditepi pantai Ok",4
Muhammad Faizal Akbar,No review text,5
Hendra Soewarno,"Bawa keluarga kesini dijamin happy, anak2 bisa melihat mini zoo dan atraksi lumba2, bermacam kuliner juga ada.",5
Dwi Milyana,Keren,5
artdiKU Aishiteru,Tempat sampahnya untuk lebih di perbanyak dan kebersihan kandang yg terbuat dr kaca.,3
Nugroho Hari Priantoro,Saya pesan makanan di resto yg didalam safari beach baru warna putih. Hampir 1 jam belum di sajikan. kecewa saya. Manajemen ny gimana. Pesanan saya kemana,1
Miftakh Utin,Bagus Banget Anak Saya Terhibur,4
yusup wahyudin,"Pemandangan pantai nya bagus. Area sekitarnya bersih, banyak tersedia tempat makan. Ada atraksi hewan hewan.",5
Isti NArifah,"Pas kesana, satwa nya belum begitu banyak, tapi pertunjukan satwanya lumayan bagus dan menghibur, pantainya juga lumayan bagus",4
nonim,"terletak di deretan pantai sigandu, tempat ini bisa jadi referensi kl pgn family date atau kl ada sodara berkunjung dan pgn ajak jalan2 ke tempat yg atraktif. tiket relatif terjangkau. meskipun ga sebesar taman safari/kebun binatang …",5
ani chasanah,"Tempatnya bersih..
Udah 2 kali kesini harga sekarang lebih mahal tp di safarinya kurang..
Dulu animal sow nya lebih menarik dari sekarang dan dulu kalo masuk kandang burung gratis sekarang bayar.. Tp lumayan sihh buat refresing",4
Hidayatul Mustafida,"Hewanya lumayan lengkap dan bagus juga ada macam2 atraksi hewan tp sayang sekali tempatnya masih sangat kurang perawatanya, dan mohon jalannya di benahi lagi biar enak untuk yg bawa stroller, thankyou 🙏🏻 …",4
Cakra Nagara,No review text,5
Indah Susanti,No review text,4
muhammad dwi,No review text,5
Arman Maulana,sebaiknya mulai dirapikan untuk akses jalan yang tentu ramah dengan lingkungan pantai,5
rizal isnain,"Balapan dengan atraksi burung e joss. Menunggang gajah dan unta juga bagus. Itu tidak nyaman. Akses masih lemah, cukup berdebu.
Pertama-tama, tiketnya murah, tapi cukup mahal untuk membayar di dalam. Mungkin itu layak untuk diulas",4
Buyung Rizz,"Tiket murah meriah,,
Akses kelokasi mudah ditemukan,
Parkiran mobil juga luas dan lega,, …",5
R Nanda Alcantara,"Tempat oke lahhh untuk wisata bareng keluarga, dan cukup nyaman.
Cuman kenapa voucher tukar yang 10rb katanya bisa di tukar ke semua booth corner eh nyatanya saling lempar sana sini dan pada bilang TIDAK BISA ditukar disini, bisanya disana, setelah aku coba sana sini nyatanya gabisa nerima semua! Membingungkan!",2
Nurul Fatimah,No review text,5
Prihati Rengganingsih,Baru x ini menemukan tempat wisata yg bersih.murah dengan paket komplit pantai dan kebun binatang. Yg paling berkesan ya lumba2 show.... Pasti datang lagi.. dan lg... Menikmati pantai yg bersih dengan tempat duduk yg nyaman tnp di ganggu …,5
Ferdinand Tri Wibowo,No review text,5
Hermadi,"Sangat cocok untuk tempat rekreasi keluarga yang nyaman, sejuk dan nikmat. Disini ada berbagai macam tontonan dan atraksi yang menarik, apalagi lokasinya ditepi laut (pantai) Sigandu Batang Jawa Tengah ... 👍👍👍 …",5
Angrum Mini,No review text,5
Ayu Lestari,No review text,5
syaiful anwar,No review text,5
Nur Komalasari,No review text,4
Andi Ardiansyah,No review text,5
Arkha Rizki,No review text,5
khaerudin,Kl bisa stand makanan ditambahin biar ga cepet kehabisan,5
Dill Story,Menyenangkan mengajak anak-anak berlibur ke taman safari Batang. Disana ada beberapa pertunjukan yang bisa kita saksikan dan beberapa hewan yg bisa kita kenalkan kepada anak-anak sebagai bentuk edukasi. Anak saya senang sekali bisa menaiki …,5
Yasser Munief,No review text,5
Hendra Aquan,Bagus untuk pendidikan,5
Nurul Anisa Bahri,"Bagus banget.. konsep kebun binatang, atraksi hewan, pantai dan tempat makan jadi satu.. tambah hotel mungkin makin perfect",5
manis suswati,"Tempat berlibur keluarga yg rekomendit, pertahankan dan tingkatkan semuanya",5
Tofik Pbg,Hewan2 dan jg pantai,4
Wahid Nasrullah,No review text,5
Agus Yulianto,Kalau belum ke sini saya sarankan jangan ke sini pasti nyesel soale makananya mahal dan tempatnya gak menarik dapat voucher makanan 20.000 tp harga makanan 25000 es teh gelas kecil 10 ribu,1
Mbak E,"Pertama kali kesini dan ga menyenangkan.
Binatangnya itu2 aja. Tempatnya blm di kelola dng baik, bnyk sekali kekurangan, banget banget bnyk kurangnya. Jalannya blm di paving semua, bnyk yg tanah, kl …",1
ade,Semua komersial,3
Muhammad Arrasyiid Waaliy Hamiid,Kalo dr pagi bakalan betah ini,5
KA RIM,Cocok buat liburan kluarga,5
Indah Maharani W.,Seru,5
Nang Kosiman (Qosim),"Tiket terlalu mahal 2X bayar tiket
Area sholat sempit,voucher antri nggak kebagian.
Mending makanan beli sendiri itu tiket di murahkan.",1
Jazuli,"Sangat cocok untuk wisata edukasi anak anak, letak strategis, menghibur. Perlu diskon harga tiket khususnya bagi rombongan anak sekolah, agar harganya ramah kantong masyarakat umumnya",5
Samara Tungga,No review text,5
Nungki Yuni Astuti (nungkychan),No review text,5
Mutia Triana,"Versi murahnya taman safari.
Pas weekday di libur sekolah, ber2, 1 dewasa, 1 anak umur 8thn 50rb/org. Dapat voucher makan 10rb. …",5
Feri Kurniawan,LIburan,5
Lukman Hakim,No review text,1
AGUNG ES,"bagus
anak saya suka",5
Bukit Nirmala,"resto nya keren, buka sampai malam.",5
Logita Franandiyanti,No review text,5
Dony Gabrielle,"Pantai terbaik di pantura,
Bangga menikmatinya...",5
Zubaidah Drajat,Keren asik buat mantai,5
Lukman Santoso,"Bagus lah ,setidaknya bisa buat seneng anak"" naik gajah ama onta.amw.lihat lumba"".memang tidak se lebar fan komplit di prigen.bogor dan bali.tp ok lah.tempatnya ok deket pantai jd sore,"" anak"" bisa.berenang.cuma kecewa dengan pelayanan resto nya saja.selebihnya ok.mksh",5
Ariestya Dwiyanti,No review text,5
Dita Maria,"Taman Safari versi murahnya dbanding yg d Bogor n Jatim. HTM wkend dewasa 65k, anak:45k dapet voucher makan 20k/tiket. Ada atraksi satwa dilanjut dg dolphin show. Lokasinya asik deket pantai. Setiap malam minggu ada safari prime jam 18.30 …",5
geprek kace,No review text,5
Silvi Widia,No review text,4
Agus Arjatmoko,No review text,5
Lenna Syakim,"Pengunjungnya pas ksna rame ada bbrp bis dan Mbl Prbdi

Tp Perawatan nya kurang ya.. …",4
MOMI - M Tri Adhi Utomo,Kebun binatang mini di tepi pantai,5
Muhammad Saiful Bahri,No review text,5
Ikayanti Ayuning,"Kebun binatang di pinggir pantai,, tempat seru dan asyik buat liburan bersama keluarga,, banyak tempat duduk,, dan tersedia pancuran buat bilas sehabis berenang di pantai,,",5
Citra Pramudita,"untuk resto blu seafood sebenernya makanan dan tempat overall oke, semua menu recommended rasa juga enak. tapi untuk pelayanannya jelek banget. masa kerja di pelayanan kok ga ramah? ditanyain tapi jawab nya mata ga ngeliat sama yg nanya? …",3
hendra hendra,Tempat wisata yang komplit menurutku.puas pokonya bawa anak2 maen ke sini,5
Reno Barak,No review text,1
astri yanah,No review text,5
video lucu,No review text,5
Muhammad Ismail,Sangat cocok buat anak-anak,5
heri setyawan,"Josh mantap selain wisata edukasi buat anak"" Tempat ini cocok buat liburan bersama keliarga",5
Mhmmd Alfth,btw tempate cakep cakk tapi harga makanan gak ngotak,4
Abby Irsyad,No review text,5
Andi Prasetyo,No review text,5
Mugi Rahayu,Tempat wisata edukasi buat anak-anak. Keren juga atraksi hewan-hewannya,5
supandi,Tempat cukup menarik cuma tiket klo bisa diturunkan harganya biar masyarakat kecil menengah bisa sering2 berkunjung,5
Uzman Acung,Cukup bagus,5
Jovi Alvianto,jangan bawa makanan dari luar ya :),4
338.A1- Yaroni,"HTM, cocok sih untuk semua pertunjukan.. sangat menghibur dan menarik meski wahana hewan masih belum lengkap.",5
Yogi Saputra,Safari mini yang rekomended,5
Santi Safari,Bersih rapih,5
Toat M,Direkomendasikan Pengunjung,5
Unun Sadewa,"satpam g jelas, tidak ramah ditanya apa2 tidak tahu
foto grafer g jelas, malah nutupin kamera pribadi
area kotor, tidak terjaga kebersihannya",1
dedy elf,No review text,5
rizky pratama,Suasana asri,5
Aceng 123,bagus tempatnya sangat cocok untuk anak anak tk cukup mengedukasi,5
setya budhi Nugroho,Tempat edukasi untuk anak dan pengenalan lumba-lumba kepada anak. Tapi tempatnya masih belum semuanya dibangun.,4
witdi,No review text,4
Lisa Damayanti,"Akses msk Safari beach jateng sdh bagus, tp knp hrs bli tiket msk ke pantai sigandu pdhal kami ga ke pantai sigandu.
Utk zoo lumayan beragam jenis hewannya,bs naik gajah nd onta juga, ada jg …",4
Dendy Rosmana,No review text,4
edy kusworo,"Puas seharian... 💕
Hiburan cukup lengkap,
Atraksi binatang
Akrobatik show …",5
arto dsn,"Tempat parkir luas, enak juga selain lumba² juga ada kebun binatang sama laut..

Akses jalan ke sana juga jalannya lumayan bagus, dan mudah dijangkau …",5
big hero,"Ok lah, sayang sekali jauh dr rumahku",4
Aditya Sablenk13,Bagus,5
Achmad Yusuf,No review text,5
Dian Thaliban,No review text,1
Margareta Pramono,"Sebuah kebun binatang yang berlokasi di pinggir pantai. SBJ berkonsep show dan edukasi yang menarik. Beberapa tampilan adalah show lumba², ragam satwa (anjing, burung kakatua, kucing, binturong, dll.), show gajah, show burung pemangsa, …",5
Hani Fartina,No review text,5
Toko Mebel danis Ungaran,"Pertmuan LF IIBF disini...tmpt nyaman banget..blue resort nya menunya enak2 bgt...pantai bersih, tertata rapi,fasilitas lengkap...",5
zaenal arifin,No review text,1
AnNiE MaLiNi,Konsep dan tempatnya keren siih,5
Ki Entus Pbl2,No review text,5
OLEH SOLEHUDIN,No review text,5
Indah Susilowati,Bagus .. pantainya bersih . Terawat,4
Tri Windarti,No review text,5
Yudik Nurhalimi,No review text,4
Hendro Prasetyo,"Untuk pengunjung luar kota karena belum tahu akses jadi 1 dengan pantai Sigandu sudah ditarik biaya masuk di pos awal
Tiket masuk weekend 50 ribu per orang …",5
Nur Istirohah,Paling lengkap dan bagus,5
Masmus Print,"Paket wisata yg lumayan lengkap, ada kebun binatang, pantai, dan yg paling ditunggu yaitu atraksi lumba-lumba, cocok utk keluarga.
Dengan harga tiket 65.000 (pas weekend) atau 50.000 (hari biasa) menurut aku n …",5
Aminudin Syarif,"Atraksi lumba lumbanya super hebat. Anak saya yang tadinya takut, sampai ingin foto bareng lumba lumba.",5
Rosita Kusuma Wardhani,Kesini pas weekend harga tiket anak 2-6th 45 dewasa 65 parkir mobil 10rb. Utk kebun binatangnya lumayan beragam hanya saja kebersihan perlu ditingkatkan terutama kaca2 dkandang hewannya sehingga bs terlihat lebih jelas namun disanyangkan …,4
sidoel Kopet,Mantap bisa ditungguin n bisa lihat ngerjainnya jd ngk takut part dituker,5
Erwan Aji,"Dari sebelum covid hingga kesini fasilitas tambah baik,bintang 3 dulu ya,pas kesana pelayanan voucher makanan  minus sekali,komplain sudah dijawab management,nunggu tindak lanjut,nanti kita review kembali",3
Muhammad Fatur,No review text,5
yulianti emilda,"Sangat mengecewakan jauh dibawah ekspektasi padahal piknik sekolah tidak ada tour guide hewan hanya sedikit tempat bilas anak terbuka apalagi soal makanan, tidak boleh bawa makanan dari luar tapi harga di dalam tidak masuk akal. Dim sum 3 …",1
Roy Fariz,No review text,5
Lia Afrillia,No review text,5
Agus Karyanto,No review text,5
tri yuni ulfa hanifa,No review text,4
Mansur Santoso,No review text,4
yudha sugihartop,Anak anak senang hati pun riang gembira,5
Zulfatul Fitroh,No review text,5
dahon pgl,No review text,5
Beta A.S,"Wahana ⭐⭐⭐⭐
Hewannya tidak banyak,
Area bermain di area pantai berpasirnya tidak terlalu luas. …",4
Nanang Rusdianto,"Kalian sdh bagus sbnre, tp spot2 yg utk melihat hewan mnrt sya segera dibenahi scptnya, brg2 dibawah wahana lumba2 singkirkan sja pak krn mirip gudang jadinya, dan pertahankan kerimbunan serta kenyamanan, jgn smpe sprt solo, berubah nmn pst ckup sx ksna, sprt padang mashar,, panas bikin kapok,,",5
Mulyana,Luarbiasa,5
Anggun Septiani,Kecewa bgt tadi kesini jauh2 udah pantengin ignya terus biar ada dolphin tayang mlh udah sampe ktnya ga tayang yaallah😭😭 ternyata bikin story di Ig waktu kami masih diperjalanan …,1
Aip Sofiyulloh,"Nyaman, ada banyak hewan. Tempatnya Oke banget. sambil liat hewan trus mantai. cocok banget dateng sore. dapet vocer makan juga",5
sherly devi,"Sudah mencoba semua taman safari di jawa dan bali. Tapi yang ini paling kurang oke.
Dolphin show sangat membludak dan panas. …",2
arif purnomo,No review text,4
Muh Arifinoto,No review text,5
Immatul khoiriyah,"Safari beach yg bagus ..tempat untuk berkumpul keluarga  cocok untuk anak2..banyak hewan2 dan pertunjukan lumba2 ,bisa main di pantai juga",4
Dani Ovi,No review text,3
Nia Kurniawati,No review text,1
Magdalena Pasaribu,No review text,5
Suyanti Gril,No review text,5
QAWAYYU IHTIBARi9io,"Bikin happy anak2... Yg bapak2 bisa mancing, anak2 bisa naik gajah unta sama liat lumba2, yg ibu2 bisa foto2...",5
Fleur d'Freya,Kamar mandi bersihhh. Hewan terawat. Cafe bagus,5
Heribertus Apriadi,Kalau kami dayak bulusu nama burung ini Sangang,5
Shafa Frozen Food,No review text,5
Agus Mecca,No review text,4
ALE - Dzano's Pap majapahit,Niceee....seruu,5
Arista Dwi Rahmawati,No review text,5
Yuanita Nurindah,No review text,5
meilia permatas,"1. Jalan tidak ramah kursi roda / stroller, sebagian masih tanah bebatuan
2. Sekelas Taman Safari, sumpah ini ukuran kandang & kebersihan amat sangat tidak layak! Sempit, bau, kotor. …",2
Mantan Perjaka,"htm terlalu mahal untuk wahana  yang tersedia

kurang lengkap untuk satwanya",4
Komala Sari,"Kecewa banget.. acara piknik dari sekolahan.. gak ada pemandu nya. padahal ada 2 pemandu.. tpi malah gak terkondisikan dgn baik.. lihat lumba"" aja desak""an. jalur masuk untuk keluar dan masuk, jalur keluar juga untuk keluar dan masuk. udah …",1
Dimas Hendro Irawan,Mantap,5
Era Catur Setyo Rini,"Kelebihan : Cukup mudah dijangkau dr jalan raya

Kekurangan : harga makanan di food center tergolong mahal untuk ukuran wisata, …",4
Achmad Faojan,No review text,5
Mhiiya Ys,No review text,5
Gassak 33,"Bagus..
Pertunjukan bagus, tarian api",5
toko senapan angin jakarta pusat,Asalamualaikum. Mhn mf mau tanya. Google bisnis ku. Mengalami masalah verifikasi udah beberapa kli udah ak lakuin ttp gagal. Tolong bantuan ya pak / ibu,1
penikmat boncos,Cukup bagus,5
Tarmono Gaming,"pertunjukan luar biasa, atraksi si lumba2",3
Lutfatul lu'lu'ul B.,"Bagus sekali pertunjukan lumba lumba nya, ada pantai nya juga di dalam, cocok untuk liburan bersama keluarga.",5
Gstore Ponsel,No review text,5
forex brebes,"MAHALL!!!!!
Enggak worthit dengan harganya
Coba pengembang tengok lah cara kelola wisata tempat lain macam …",1
Dhany Virdian,Wahana Dolphin lg renov sampe Juni. Tarif murah utk ukuran grup Taman Safari. Staf ramah. …,4
riqza fursan,"Bagus, menghibur cocok untuk wisata keluarga dan pendidikan",5
Muhammad Akmal,No review text,5
Lutfiana 21,Tempat bermain anak-anak yang luas,5
Maryana Sulfa,No review text,5
Yoga Siwi,"Menarik aksesnya semakin diperbaiki, semoga segera selesai",5
Mukti suvi Subarkah,"Pantainya bersih.. Akses masuk udah oke. Petugas ramah, restonya juga yaa.. Menurut saya masih masuk akal ya harganya. Hewan2nya belum terlalu lengkap, masih proses pengembangan juga. Tp lumayan lah buat 'momong bocah'. Di bbeberapa area …",4
Heri Setiadi,No review text,5
Khusnudin Jtg,"Cukup bagus, menarik dan menghibur akan lebih bagus lagi jika nanti fasilitas lainnya sudah selesai dibangun  tambah lengkap",5
m.samsul samsul,No review text,5
mametRCKS_,No review text,4
Dita Primaningrum,"Salah satu tempat favorit berlibur dgn anak², dari Semarang via tol exit Batang Kandeman. Kebun binatangnya jadi 1 dgn pantai Ujungnegoro kalau tdk salah, HTM public holiday hanya 70ribu tapi bisa menikmati sepuasnya hewan² di dalam dan …",5
Wahyudi Henisusanto,Menyenagkan,4
Misael Andy Susilo,"Tempat wisata yang menarik,nyaman dan bagus",5
Rakhmat Abdillah,No review text,5
Nur Huda,No review text,4
Dapur Alit,"Bagus pantainya bisa buat bermain anak banyak huburannya, banyak hewan hewan jalan jalan, banyak makanannya, parkiran luas, ramah staff nya,sekarang ada restonya",5
Alan Seherlan,No review text,4
Muhamad Abdulloh,"Tempat yang lumayan buat liburan bersama keluarga, tapi harus di perbaiki lagi fasilitasnya kandang2 hewannya dan juga di tambahkan lagi koleksi binatangnya, dan buat kaum mendang mending yang mau ke sini lebih baik beli minuman di luar heheh karena lumayan harganya",5
Siswianto 191,No review text,5
Hyan Apriyani,No review text,5
Eko Adi Sukiswo,Tempat yang baik untuk wisata keluarga ke pantai dan mini Bonbin tapi sayang Aulanya kurang Privat,3
Ripr Lutuk,Pas datang ke 2 kalinya gak bisa liat dolphin karena sedang perbaikan,4
bu y,No review text,5
Anggara Mukti Putra,Paling pas untuk menikmati pantai bersih dan murah di sekitar Pekalongan dan Batang,5
Arief Falmya Nugraha,Bagus...,5
Ninda Rizkiyani,No review text,5
Isabella Indah. P,"Bilyard ternyaman yg pernah ada dikota solo

Note: minus AC saja, AC nya mohon utk segera diperbaiki🙏🏻 …",4
Ghozalu Ahmad,No review text,4
Dana Khodholik,No review text,5
Firman Prasetyo,"Agak kecewa dolphin shownya baru libur, tapi harga tiket tetap, secara iconnya kan si dolphin ini, kaca di kandang beruang, macan tutul, orang utan entah kapan terakhir dibersihin, burem banget, bukan ngelihat hewan malah jadi ngeliat jamur …",3
Yo Pras,"Masih banyak renovasi. Dolphin tidak ada sampai Juni 2024.
Harga tiket tetap, weekend diatas 5th 65k + parkir 10k mobil. Sepertinya tanpa dolphin show gak worthed.",1
Lambang E A,No review text,4
Bintang Asmaraloka,No review text,5
Bowo Nisa,Bagusssssssss...,5
Okta N. A,"Masih ada beberapa yg direnovasi sih, & salah 1nya blm bisa lihat pertunjukan dolphin krna ada penggantian kaca, tpi gantinya ada pertunjukan gajah.. kl bagi saya yg penting anak² seneng 😅😂🤗🫶 …",4
Anin Naim,No review text,5
Anjas Kumara Najid,No review text,5
ZZZ AHMAD,No review text,5
nicko Afra,"Kesana pas Sabtu sore, sengaja mau main di pantainya saja.
Ternyata seru, ada prime show
Atraksi yg menghibur
Pantai bersih",5
Yunita Sari,No review text,5
PUTUT T H,Tempatnya enak buat nongkrong dan menghabiskan waktu.. Rekomendasi untuk anak anak juga bagus,5
Michael Epafras,"sentral utamanya adl show lumba2, burung, dan pantai. sebenarnya msh bisa di tata dan dikembangkan lebih lagi. beberapa tempat harusnya masih perlu dipaving daripada masih berupa jalan tanah (agar jika musim  hujan tidak becek). lap parkir …",5
Nyong Rioo,No review text,5
Laksana 19,"Satpamnya kurang open ke tamu, walau pun itu ojol,dan hanya mau mengantarkan makanann sikap  ketus,tidak ramah sama sekali.",1
ronggo hart,"bagus ,
hanya lokasinya blm tertata dg baik jd terlhat kotor,
ada baiknya klo dibuat larangan merokok dilokasi, …",4
Benny Susilo,No review text,5
Shafa,No review text,5
Ika fitri Shanti,Jangan rekomendasikan,1
Anjelina Maisela,"Binatangnya hanya itu2 saja,tempat kotor kurang perawatan.trrsedia voucher makanan tapi makanan tidak ready.",1
tri widodo,No review text,5
Septa Ragil,No review text,5
Татьяна Уем,"Kotor, tanpa perabotan. Hewan-hewan tersebut dipelihara dalam kondisi yang sangat buruk. Kami membayar 65.000 untuk orang, saya ingin segera pergi setelah kami masuk.",1
Quiz Bold,No review text,5
Eko Sunariyanto,Tempat nyaman untuk bersantai bersama keluarga,5
Cahayu Nawang Wulan,No review text,5
‫ابن اليمن (نجم)‬,No review text,5
Mary Putri,"Liburan ke Safari Beach Jateng worth it banget,karena bisa puas menonton lumba-lumba,atraksi hewan-hewan,feeding animal atau sekedar bersantai di pantai.cocok untuk berlibur bersama keluarga maupun bersama teman, kemarin aku dateng weekend tiketnya IDR 70.000 / orang, tapi sudah dapat kupon makanan IDR 20.000. parkir luas dan bersih.👍 …",5
Sofyan yusof Yusof,No review text,2
D'Fee Cutie,"Tiket Masuk ke Pantai 20rb tapi bisa dipakai buat beli makanan dan minuman di dalam.
Utk Tiket ke Zoo nya 65rb dg berbagai macam show animal, utk itu disarankan …",5
Diki Adn Ar Rayyan,No review text,5
Pesona Parfumcenter,No review text,5
Mohammad Zakariya,"Seperti kebun binatang mini di pantai, jadi enak buat liburan keluarga, bisa lihat macam-macam binatang dan menikmati semilir angin pantai secara bersamaan.. mungkin yang kurang menurut saya makanannya yang mahal menurutku.",5
Ely Ermawati,No review text,5
Hendri setiawan,Mahal,3
Welas Asih,Cocok buat destinasi wisata keluarga,4
syarif chanel,No review text,5
Tjahjoto Tjahjoto,"Enak untuk liburan keluarga.
Ada pantai pasir dan kebun Binatang
Dengan binatang yang jinak2 seperti Gajah nama Kartini mau di kasih makan oleh pengunjung",5
ferliana santoso,No review text,5
lia aliefya,"Tiket lebaran 70k sudah include nonton atraksi burung, atraksi hewan, lumba2. Bagus banget sih ini tempatnya buat edukasi anak2. Lumayan bersih dan terlihat well maintained sekali tempatnya. Pertahankan dan perbanyak lagi wahana2nya",5
Ayam Jowo,"Harga makanan mahal rasa gak enak gak ada asin nya ,gak boleh bawa makanan ,jangan kesini mending ke pantai cahaya aja ,pentas lumba2 nya panas bnget harga es teh cup 10rb",1
bang jonz,Obyek wisata dengan aneka ragam satwa di dalamnya,5
Ahmad Saudani,No review text,4
ff gaming pro,No review text,3
Andry Mahyudi,"Pinggir pantai, tp tidak panas... Banyak pohon rendang buat ngadem...
Toilet juga bersih, fasilitas cukup lengkap...
Cocok untu liburan keluarga..
Tiket 70 K untuk Weekend",5
lina riyanti,No review text,5
Andi Hakim,No review text,5
Ineu Apriani,No review text,5
Faiz Ulum,Bagus tempatnya cuma kursi di lingkungan tempat makan masih kurang. Perlu ditambah lagi biar tidak rebutan.,4
Accept Studio,No review text,5
batik jessa,No review text,5
DinnySafira,"Permata tepi laut di Jawa Tengah ini benar-benar memanjakan indra Anda. Taman safari yang berdekatan memungkinkan Anda untuk melihat lebih dekat hewan-hewan eksotis seperti lumba-lumba lucu, gajah yang megah, unta bungkuk, dan burung beo …",5
eko agus Priyono,No review text,5
masprabu & sicantik,Pengen tau suasananya,4
Kharisma Putri,"Untuk tempat sangat nyaman,banyak stafnya jadi gak bakal bingung. Dilarang bawa makanan dari luar. Didalam banyak kedai makanan minuman.
TETAPI UNTUK HARGA MAKANAN DIDALAM WISATA TIDAK RAMAH DIKANTONG. …",5
agus Angraini tv,Cukup bagus untuk wisata dan dedikasi anak,4
unggul satriya anugrah,"Pertama kalinya ke taman safari pinggir pantai, kereennn, bersih pantainya...",5
Mona Atalina,"Cocok untuk wisata keluarga, toilet bersih, petugas kebersihan gercep, tapi sayang banyak pengunjung yang masih buang sampah sembarangan, padahal tempat smpah ada di setiap sudut.",5
Linda Nadia (Momo),No review text,5
Devania M,No review text,5
Dessy Megarany,No review text,5
Irwan Setiadi,No review text,4
qnsnfht,"Overall 10/10, bagus banget buat keluarga.",5
Shalahuddin Gh,Ini review untuk Blu Seafood: namanya resto seafood tapi tidak ada ikan lautnya. Terpaksa pesan nila. Minta sambel mentah atau dabu2 dikasihnya sambel yg manis sekali. Tampaknya mereka tdk tahu apa itu sambel mentah atau dabu2. Semuanya serba manis. Masakannya hambar rasanya.,1
Denis Hida,No review text,4
SISMARTONO TONO,"tempat yg cocok utk wisata edukasi mengenal banyak fauna, saran mungkin utk jenis2 flora perlu disisipkan agr lebih lengkap",4
Julian Arfilas,No review text,5
Budi Heru,No review text,5
ratna sariadiutri,No review text,3
Ayu Maze,Bersih tertib adem angin sepoy2.. libur lebaran tp ngga terlalu padat.. ramai lancar.. tiket 70 dpt voucer makanan 20..,5
Anggraini Putri PURWODADI,No review text,5
Helga Sabrina,"tempat yang ramah anak juga sangat menarik, terdapat aksi lumba lumba yang diminati oleh anak anak, tempat nya luas serta terdapat banyak sekali hewan yang menarik",5
Nayli,No review text,5
Yus tanto,"Lumayan tp masih kecil wilayahnya, sepertinya akan di perluas nantinya",4
Budi Family,Pertunjukan api di malam hari keren,5
N** Desember,"Tempatnya sejuk,, terhibur dengan pertunjukan lumba lumbanya 🐬 …",5
doni Prasetyo,"Pantainya biasa aja, engk ada yg istimewanya. Tidak sepadan dengan biaya masuk yg mahal",2
Anda Anunta (Mo),Moga satwa yang lain lebih di perhatikan kebersihan serta kesehatan nya.. ❤️Animal,1
Galekh Bektyaji,No review text,5
Syafii Zain,Pelayanan restoran lama,1
Nia Amalia,No review text,5
